iter	Logloss
344	0.4220828991
345	0.4217307385
346	0.4215470832
347	0.4214280894
348	0.4212115571
349	0.4210996942
350	0.420837314
351	0.4207845475
352	0.4206245304
353	0.4203808006
354	0.4202466299
355	0.4198708601
356	0.4197066161
357	0.41932416
358	0.4191898132
359	0.4189347252
360	0.4187770127
361	0.4183434181
362	0.4180861901
363	0.4179146819
364	0.4176971977
365	0.4172910784
366	0.4170948467
367	0.4167266319
368	0.4164186903
369	0.4160648552
370	0.4159954298
371	0.415769501
372	0.415745336
373	0.4155997081
374	0.4154731315
375	0.4153040645
376	0.415073364
377	0.4147142479
378	0.4145415301
379	0.414368678
380	0.4142125717
381	0.4139113513
382	0.4136779132
383	0.4134971136
384	0.4132781889
385	0.4131423565
386	0.4129317541
387	0.4127201037
388	0.4125643039
389	0.4124180215
390	0.4119962829
391	0.4116262288
392	0.4114017336
393	0.4113167568
394	0.4110589081
395	0.4107858559
396	0.410603345
397	0.4105864185
398	0.4104979295
399	0.4102670076
400	0.4101043773
401	0.4098640893
402	0.4096692996
403	0.409260584
404	0.4091698024
405	0.4089401366
406	0.4088654969
407	0.4087161765
408	0.4084679452
409	0.408268145
410	0.4081982128
411	0.4078821488
412	0.4076479005
413	0.4073454407
414	0.4072579217
415	0.4071571358
416	0.4068954661
417	0.4065988778
418	0.4063511298
419	0.4062146169
420	0.4061188356
421	0.4059151499
422	0.4058270499
423	0.4056215196
424	0.4052687143
425	0.4051051003
426	0.4049451833
427	0.4048008524
428	0.404776435
429	0.4047123548
430	0.404589595
431	0.4044330349
432	0.4043427774
433	0.4041493482
434	0.4039612031
435	0.4038896549
436	0.4036123185
437	0.4032668458
438	0.4030477749
439	0.402944086
440	0.4027625672
441	0.402673306
442	0.4025393409
443	0.402344548
444	0.4022955002
445	0.4020625867
446	0.4019954184
447	0.4018670568
448	0.4017095663
449	0.4015901408
450	0.4013538697
451	0.4012733323
452	0.401224298
453	0.4011310471
454	0.4007372914
455	0.4006533218
456	0.4004664799
457	0.4003233592
458	0.4000620581
459	0.399722003
460	0.3996935069
461	0.3996660927
462	0.3994364898
463	0.3992924252
464	0.3991942789
465	0.3990627192
466	0.3989099419
467	0.3987667496
468	0.3985599825
469	0.3984308017
470	0.3982291421
471	0.3979973852
472	0.3977554287
473	0.3977311122
474	0.3976891448
475	0.397537056
476	0.397415635
477	0.3971590605
478	0.39703268
479	0.3968189297
480	0.3967400457
481	0.3965847026
482	0.3965023882
483	0.3962802863
484	0.3960900901
485	0.3958826138
486	0.395656275
487	0.3954329556
488	0.3953168702
489	0.3951570947
490	0.3950737089
491	0.3949969747
492	0.3948437675
493	0.3945355081
494	0.3941624775
495	0.3939993023
496	0.3938959233
497	0.3937874306
498	0.3936987717
499	0.3934357042
500	0.3932827835
501	0.3929952244
502	0.3927558705
503	0.392544601
504	0.3923537083
505	0.39205059
506	0.3918949678
507	0.3917333179
508	0.3916768499
509	0.3916179279
510	0.3914255677
511	0.3911052736
512	0.3909700735
513	0.3907322651
514	0.3904304963
515	0.3903271347
516	0.3901353015
517	0.3899177761
518	0.3898468906
519	0.3897300118
520	0.3894921731
521	0.3893465774
522	0.3891526778
523	0.3888962001
524	0.3887181942
525	0.3884362215
526	0.3882651027
527	0.3881384316
528	0.3879696535
529	0.387690873
530	0.3876206345
531	0.3874019641
532	0.3871267914
533	0.3868859826
534	0.3868404464
535	0.3867113515
536	0.3865570028
537	0.3865516007
538	0.386347476
539	0.386272845
540	0.3860417127
541	0.3858990819
542	0.3858665474
543	0.3858280589
544	0.3856790561
545	0.3854549064
546	0.3852512591
547	0.3850762735
548	0.3849113265
549	0.3848528383
550	0.3846786804
551	0.3845249317
552	0.3842509958
553	0.3840670517
554	0.3838530409
555	0.3835146528
556	0.3834475254
557	0.3832318002
558	0.3830681048
559	0.3827368146
560	0.3826188969
561	0.3824258378
562	0.3824038949
563	0.3822284426
564	0.3819783441
565	0.381828408
566	0.3817889147
567	0.3816956365
568	0.3816223988
569	0.3815155666
570	0.3813186157
571	0.381064275
572	0.3809644132
573	0.3807705361
574	0.3805914655
575	0.3803813695
576	0.3803240957
577	0.3801613827
578	0.3799287
579	0.3798124262
580	0.379705417
581	0.3794487183
582	0.3792462552
583	0.3789628677
584	0.3786847033
585	0.3784446834
586	0.3782476781
587	0.3781905159
588	0.3780816889
589	0.3779112704
590	0.3777258294
591	0.3775691713
592	0.3773418331
593	0.3771944987
594	0.3769084451
595	0.3767399261
596	0.3764971444
597	0.376440712
598	0.3763225906
599	0.3762239338
600	0.3760923393
601	0.3759214268
602	0.3757305175
603	0.3753975293
604	0.3751874308
605	0.3749091543
606	0.3746335739
607	0.3743553716
608	0.3743414306
609	0.3741177015
610	0.373915084
611	0.3737538257
612	0.3734164724
613	0.373219829
614	0.3731356257
615	0.3729368066
616	0.3726936575
617	0.3724672193
618	0.372340895
619	0.3720265502
620	0.3719012499
621	0.371868788
622	0.3718235357
623	0.3716100417
624	0.3714750312
625	0.3712642691
626	0.3710129326
627	0.3708068004
628	0.3705905266
629	0.3703572361
630	0.3702601949
631	0.370115952
632	0.3700030203
633	0.369733224
634	0.3695650958
635	0.3693314727
636	0.3691617242
637	0.3689486824
638	0.368751743
639	0.3687151348
640	0.3685010305
641	0.3683393248
642	0.3681327011
643	0.3679492549
644	0.3678938154
645	0.3678147927
646	0.3676854086
647	0.3673827051
648	0.3672633485
649	0.3670122002
650	0.3667093522
651	0.3666433421
652	0.3664212937
653	0.3663974839
654	0.3662510274
655	0.3660459399
656	0.3658661829
657	0.3656773083
658	0.3656009098
659	0.3654602312
660	0.3651636999
661	0.3651553028
662	0.3650651233
663	0.3649773514
664	0.3648600306
665	0.3646710561
666	0.3643771989
667	0.3643227855
668	0.3641436744
669	0.3639320975
670	0.3636866016
671	0.3636294469
672	0.3635327765
673	0.3631231981
674	0.3629411781
675	0.362617253
676	0.3625136335
677	0.3622944252
678	0.3622335428
679	0.3619793874
680	0.3617901996
681	0.3614821254
682	0.3613446915
683	0.3612611573
684	0.3611235077
685	0.3610212138
686	0.3609824938
687	0.3608057191
688	0.3604812845
689	0.3602230856
690	0.360030103
691	0.3597390674
692	0.3597182896
693	0.3594788965
694	0.3591795559
695	0.3588859008
696	0.358779289
697	0.3586668701
698	0.3584502008
699	0.3583831053
700	0.3582474737
701	0.3582205525
702	0.3580792561
703	0.3580383695
704	0.3578015829
705	0.3576560938
706	0.35741707
707	0.3574034273
708	0.3572567981
709	0.3570903298
710	0.3568609157
711	0.3567884111
712	0.3566663218
713	0.3563751946
714	0.3561172532
715	0.3560194016
716	0.3558210069
717	0.3556410672
718	0.3555468839
719	0.355419305
720	0.3552882452
721	0.3552165863
722	0.3551313497
723	0.3550575042
724	0.3548316724
725	0.3547027676
726	0.3546193543
727	0.3545161585
728	0.3542257831
729	0.3541195074
730	0.3539367723
731	0.3538403382
732	0.3535141124
733	0.3531499689
734	0.3528821666
735	0.3526575184
736	0.3523267939
737	0.3520250222
738	0.3517953124
739	0.3517188828
740	0.3514014124
741	0.3510436298
742	0.3507879286
743	0.3505777231
744	0.3503868549
745	0.3501457039
746	0.3499658898
747	0.3497026001
748	0.3495975484
749	0.3493562495
750	0.3493093999
751	0.3489953069
752	0.3488718582
753	0.3486995645
754	0.3485403485
755	0.3482048165
756	0.3480294369
757	0.3478897302
758	0.3477818092
759	0.3475535005
760	0.3474731494
761	0.347349529
762	0.3472730697
763	0.3471251267
764	0.3469258232
765	0.346723423
766	0.3466229279
767	0.3466020315
768	0.3463210254
769	0.3461545565
770	0.3457789766
771	0.3455582527
772	0.3453344315
773	0.3452562243
774	0.3451747452
775	0.3449325775
776	0.3446975902
777	0.344596258
778	0.3444541597
779	0.3443831373
780	0.3440511752
781	0.3438356249
782	0.3435853284
783	0.343244765
784	0.3432386442
785	0.3430584438
786	0.3429751856
787	0.3428950038
788	0.3425109597
789	0.3423649179
790	0.3422764722
791	0.3421617359
792	0.341967121
793	0.3418484705
794	0.3417982095
795	0.341591578
796	0.3415378207
797	0.3413901296
798	0.3413285369
799	0.3410639058
800	0.3408309292
801	0.340573396
802	0.3403635478
803	0.3401834523
804	0.3400064792
805	0.3397644889
806	0.3396681161
807	0.339629377
808	0.3395072563
809	0.3392114896
810	0.3390509532
811	0.3389548993
812	0.3389137044
813	0.3387201483
814	0.3385504508
815	0.338496824
816	0.3383568849
817	0.3383101842
818	0.3381419671
819	0.3380391055
820	0.3377756862
821	0.3375634101
822	0.3373100634
823	0.3370462157
824	0.336900984
825	0.3368173737
826	0.3366239459
827	0.3364362749
828	0.3363600672
829	0.3361296264
830	0.3359169647
831	0.3356295227
832	0.3354461633
833	0.3352216117
834	0.3350878042
835	0.3348792123
836	0.334828786
837	0.3346770237
838	0.3345891578
839	0.3344508085
840	0.3342313383
841	0.3340481547
842	0.3338347277
843	0.3336104133
844	0.3335123312
845	0.3332541126
846	0.3330474877
847	0.3328927239
848	0.3326261736
849	0.3325634149
850	0.3324709733
851	0.3323682409
852	0.33206033
853	0.3318750323
854	0.3318028176
855	0.331688984
856	0.3315799036
857	0.3312908262
858	0.3311430991
859	0.3309527748
860	0.3307530057
861	0.330581567
862	0.3304124616
863	0.3302035567
864	0.3301269275
865	0.3300003231
866	0.3299528702
867	0.3299141549
868	0.3297167005
869	0.3295358636
870	0.3294120321
871	0.3292385304
872	0.3290599266
873	0.3289461204
874	0.328663596
875	0.3283361493
876	0.3282620982
877	0.3281380467
878	0.3279862503
879	0.327885654
880	0.3278515769
881	0.3277163963
882	0.3274879911
883	0.327350588
884	0.3271397009
885	0.3268540801
886	0.3266070321
887	0.3264192884
888	0.3263189271
889	0.3262146785
890	0.3261095874
891	0.3259561042
892	0.3257164882
893	0.3256702615
894	0.3255402513
895	0.3253597938
896	0.3252678829
897	0.3250967151
898	0.3248925957
899	0.3246257583
900	0.3244998357
901	0.3242153161
902	0.3240346322
903	0.3239743294
904	0.3237337668
905	0.323565026
906	0.3234964992
907	0.323328163
908	0.323298329
909	0.3230902344
910	0.3228577076
911	0.3226970724
912	0.322669863
913	0.3225935708
914	0.3223832534
915	0.3221550393
916	0.322049668
917	0.3218858607
918	0.3216898624
919	0.3214893531
920	0.3211879866
921	0.3211670935
922	0.32109159
923	0.3209345028
924	0.320922187
925	0.3208289531
926	0.3206867518
927	0.3205810956
928	0.3205793527
929	0.3204267778
930	0.3201249324
931	0.319947039
932	0.3197798554
933	0.3195705306
934	0.3194815514
935	0.3192503054
936	0.3190841822
937	0.3188883993
938	0.3187740907
939	0.3186278809
940	0.3184240775
941	0.3183740782
942	0.3183170304
943	0.3182484445
944	0.3182010942
945	0.3181368631
946	0.3180693011
947	0.3179053057
948	0.3177156734
949	0.3175892036
950	0.3174326316
951	0.3172843493
952	0.3171486261
953	0.3169202535
954	0.3167371286
955	0.3166272688
956	0.3165543465
957	0.3164103887
958	0.3163807938
959	0.3163405394
960	0.3162353688
961	0.3161201694
962	0.3159891261
963	0.3159022306
964	0.3156997762
965	0.3156022375
966	0.3155003463
967	0.3154988572
968	0.315403558
969	0.3154018501
970	0.3152293274
971	0.3151301099
972	0.3148917438
973	0.3147273661
974	0.314512524
975	0.3143518828
976	0.3140656077
977	0.3138636161
978	0.3136740202
979	0.3135356248
980	0.3133940105
981	0.3132277969
982	0.3131743019
983	0.3130227875
984	0.3128612469
985	0.3126814597
986	0.31258865
987	0.3125160043
988	0.3123739505
989	0.3122737458
990	0.3122435004
991	0.3121082052
992	0.3119692477
993	0.3117908311
994	0.3117675038
995	0.3116939038
996	0.3115765314
997	0.3114413568
998	0.3113014971
999	0.3111715074
